borough,datetime_local,temp_f,dewpoint_f,rh_pct,heat_index_f
Brooklyn,2026-07-21T00:00:00-04:00,79.5,65.5,62.3,80.1
Brooklyn,2026-07-21T01:00:00-04:00,78.0,65.6,65.8,78.6
Brooklyn,2026-07-21T02:00:00-04:00,76.7,65.8,69.0,77.3
Brooklyn,2026-07-21T03:00:00-04:00,75.6,65.9,71.7,76.3
Brooklyn,2026-07-21T04:00:00-04:00,74.9,66.0,73.8,75.6
Brooklyn,2026-07-21T05:00:00-04:00,74.5,66.1,75.1,75.2
Brooklyn,2026-07-21T06:00:00-04:00,74.6,66.2,75.2,75.3
Brooklyn,2026-07-21T07:00:00-04:00,75.5,66.4,73.4,76.2
Brooklyn,2026-07-21T08:00:00-04:00,77.1,66.5,69.8,77.8
Brooklyn,2026-07-21T09:00:00-04:00,79.4,66.6,65.0,80.1
Brooklyn,2026-07-21T10:00:00-04:00,82.1,66.8,59.8,84.5
Brooklyn,2026-07-21T11:00:00-04:00,84.9,66.9,54.9,87.6
Brooklyn,2026-07-21T12:00:00-04:00,87.6,67.0,50.6,90.6
Brooklyn,2026-07-21T13:00:00-04:00,89.9,67.1,47.2,93.2
Brooklyn,2026-07-21T14:00:00-04:00,91.5,67.2,45.0,95.1
Brooklyn,2026-07-21T15:00:00-04:00,92.4,67.2,43.9,96.2
Brooklyn,2026-07-21T16:00:00-04:00,92.4,67.3,43.9,96.3
Brooklyn,2026-07-21T17:00:00-04:00,92.1,67.4,44.6,95.9
Brooklyn,2026-07-21T18:00:00-04:00,91.3,67.5,45.8,95.1
Brooklyn,2026-07-21T19:00:00-04:00,90.2,67.6,47.6,93.8
Brooklyn,2026-07-21T20:00:00-04:00,88.8,67.7,49.9,92.3
Brooklyn,2026-07-21T21:00:00-04:00,87.1,67.8,52.7,90.5
Brooklyn,2026-07-21T22:00:00-04:00,85.4,67.8,55.8,88.7
Brooklyn,2026-07-21T23:00:00-04:00,83.6,67.9,59.3,86.7
Brooklyn,2026-07-22T00:00:00-04:00,81.9,68.0,62.9,84.8
Brooklyn,2026-07-22T01:00:00-04:00,80.2,68.1,66.5,82.9
Brooklyn,2026-07-22T02:00:00-04:00,78.8,68.2,69.8,79.7
Brooklyn,2026-07-22T03:00:00-04:00,77.7,68.2,72.7,78.6
Brooklyn,2026-07-22T04:00:00-04:00,76.9,68.3,74.8,77.9
Brooklyn,2026-07-22T05:00:00-04:00,76.6,68.4,76.0,77.5
Brooklyn,2026-07-22T06:00:00-04:00,76.6,68.5,76.1,77.5
Brooklyn,2026-07-22T07:00:00-04:00,77.5,68.6,74.1,78.4
Brooklyn,2026-07-22T08:00:00-04:00,79.1,68.7,70.4,80.1
Brooklyn,2026-07-22T09:00:00-04:00,81.4,68.8,65.5,84.5
Brooklyn,2026-07-22T10:00:00-04:00,84.1,68.8,60.2,87.7
Brooklyn,2026-07-22T11:00:00-04:00,86.9,68.9,55.2,91.0
Brooklyn,2026-07-22T12:00:00-04:00,89.6,69.0,50.9,94.2
Brooklyn,2026-07-22T13:00:00-04:00,91.9,69.1,47.6,97.0
Brooklyn,2026-07-22T14:00:00-04:00,93.5,69.2,45.4,99.1
Brooklyn,2026-07-22T15:00:00-04:00,94.4,69.4,44.4,100.3
Brooklyn,2026-07-22T16:00:00-04:00,94.5,69.5,44.5,100.4
Brooklyn,2026-07-22T17:00:00-04:00,94.1,69.6,45.2,100.1
Brooklyn,2026-07-22T18:00:00-04:00,93.4,69.8,46.4,99.3
Brooklyn,2026-07-22T19:00:00-04:00,92.3,69.9,48.1,98.2
Brooklyn,2026-07-22T20:00:00-04:00,91.0,70.0,50.4,96.7
Brooklyn,2026-07-22T21:00:00-04:00,89.5,70.1,53.1,95.0
Brooklyn,2026-07-22T22:00:00-04:00,87.8,70.2,56.1,93.1
Brooklyn,2026-07-22T23:00:00-04:00,86.2,70.4,59.4,91.2
Brooklyn,2026-07-23T00:00:00-04:00,84.5,70.5,62.9,89.3
Brooklyn,2026-07-23T01:00:00-04:00,83.0,70.6,66.3,87.4
Brooklyn,2026-07-23T02:00:00-04:00,81.7,70.8,69.5,85.8
Brooklyn,2026-07-23T03:00:00-04:00,80.6,70.9,72.2,84.4
Brooklyn,2026-07-23T04:00:00-04:00,79.9,71.0,74.3,83.3
Brooklyn,2026-07-23T05:00:00-04:00,79.5,71.1,75.5,82.8
Brooklyn,2026-07-23T06:00:00-04:00,79.6,71.2,75.7,82.9
Brooklyn,2026-07-23T07:00:00-04:00,80.5,71.4,73.9,84.3
Brooklyn,2026-07-23T08:00:00-04:00,82.1,71.5,70.3,86.8
Brooklyn,2026-07-23T09:00:00-04:00,84.4,71.6,65.6,89.9
Brooklyn,2026-07-23T10:00:00-04:00,87.1,71.8,60.5,93.4
Brooklyn,2026-07-23T11:00:00-04:00,89.9,71.9,55.5,97.1
Brooklyn,2026-07-23T12:00:00-04:00,92.6,72.0,51.3,100.5
Brooklyn,2026-07-23T13:00:00-04:00,94.9,72.0,47.8,103.4
Brooklyn,2026-07-23T14:00:00-04:00,96.5,72.0,45.4,105.5
Brooklyn,2026-07-23T15:00:00-04:00,97.4,72.0,44.2,106.6
Brooklyn,2026-07-23T16:00:00-04:00,97.4,72.0,44.2,106.7
Brooklyn,2026-07-23T17:00:00-04:00,97.0,72.0,44.7,106.1
Brooklyn,2026-07-23T18:00:00-04:00,96.2,72.0,45.9,105.1
Brooklyn,2026-07-23T19:00:00-04:00,95.0,72.0,47.6,103.6
Brooklyn,2026-07-23T20:00:00-04:00,93.5,72.0,49.8,101.7
Brooklyn,2026-07-23T21:00:00-04:00,91.8,72.0,52.6,99.6
Brooklyn,2026-07-23T22:00:00-04:00,90.0,72.0,55.7,97.2
Brooklyn,2026-07-23T23:00:00-04:00,88.0,72.0,59.1,94.9
Brooklyn,2026-07-24T00:00:00-04:00,86.2,72.0,62.7,92.5
Brooklyn,2026-07-24T01:00:00-04:00,84.5,72.0,66.3,90.3
Brooklyn,2026-07-24T02:00:00-04:00,83.0,72.0,69.5,88.2
Brooklyn,2026-07-24T03:00:00-04:00,81.8,72.0,72.3,86.5
Brooklyn,2026-07-24T04:00:00-04:00,81.0,72.0,74.2,85.3
Brooklyn,2026-07-24T05:00:00-04:00,80.6,72.0,75.3,84.7
Brooklyn,2026-07-24T06:00:00-04:00,80.6,72.0,75.2,84.7
Brooklyn,2026-07-24T07:00:00-04:00,81.4,72.0,73.3,85.9
Brooklyn,2026-07-24T08:00:00-04:00,82.8,72.0,69.9,88.0
Brooklyn,2026-07-24T09:00:00-04:00,84.9,72.0,65.5,90.8
Brooklyn,2026-07-24T10:00:00-04:00,87.2,72.0,60.7,93.9
Brooklyn,2026-07-24T11:00:00-04:00,89.8,72.0,56.1,97.0
Brooklyn,2026-07-24T12:00:00-04:00,92.1,72.0,52.0,100.0
Brooklyn,2026-07-24T13:00:00-04:00,94.2,72.0,48.8,102.5
Brooklyn,2026-07-24T14:00:00-04:00,95.6,71.9,46.6,104.3
Brooklyn,2026-07-24T15:00:00-04:00,96.4,71.9,45.4,105.2
Brooklyn,2026-07-24T16:00:00-04:00,96.4,71.8,45.3,105.2
Brooklyn,2026-07-24T17:00:00-04:00,95.9,71.8,46.0,104.5
Brooklyn,2026-07-24T18:00:00-04:00,94.8,71.8,47.5,103.1
Brooklyn,2026-07-24T19:00:00-04:00,93.3,71.7,49.7,101.1
Brooklyn,2026-07-24T20:00:00-04:00,91.4,71.7,52.7,98.7
Brooklyn,2026-07-24T21:00:00-04:00,89.1,71.6,56.4,95.9
Brooklyn,2026-07-24T22:00:00-04:00,86.7,71.6,60.8,92.8
Brooklyn,2026-07-24T23:00:00-04:00,84.3,71.5,65.7,89.7
Brooklyn,2026-07-25T00:00:00-04:00,81.9,71.5,70.9,86.4
Brooklyn,2026-07-25T01:00:00-04:00,79.6,71.5,76.1,83.1
Brooklyn,2026-07-25T02:00:00-04:00,77.7,71.4,81.0,79.0
Brooklyn,2026-07-25T03:00:00-04:00,76.2,71.4,85.1,77.5
Brooklyn,2026-07-25T04:00:00-04:00,75.1,71.3,88.0,76.5
Brooklyn,2026-07-25T05:00:00-04:00,74.6,71.3,89.5,75.9
Brooklyn,2026-07-25T06:00:00-04:00,74.6,71.2,89.3,76.0
Brooklyn,2026-07-25T07:00:00-04:00,75.4,71.2,86.9,76.7
Brooklyn,2026-07-25T08:00:00-04:00,76.8,71.2,82.7,78.1
Brooklyn,2026-07-25T09:00:00-04:00,78.9,71.1,77.2,80.1
Brooklyn,2026-07-25T10:00:00-04:00,81.2,71.1,71.3,85.3
Brooklyn,2026-07-25T11:00:00-04:00,83.8,71.0,65.7,88.7
Brooklyn,2026-07-25T12:00:00-04:00,86.1,71.0,60.8,91.6
Brooklyn,2026-07-25T13:00:00-04:00,88.2,70.3,55.7,93.6
Brooklyn,2026-07-25T14:00:00-04:00,89.6,69.7,52.0,94.8
Brooklyn,2026-07-25T15:00:00-04:00,90.4,69.0,49.6,95.2
Brooklyn,2026-07-25T16:00:00-04:00,90.4,68.3,48.4,94.7
Brooklyn,2026-07-25T17:00:00-04:00,89.8,67.7,48.3,93.5
Brooklyn,2026-07-25T18:00:00-04:00,88.6,67.0,49.0,91.7
Brooklyn,2026-07-25T19:00:00-04:00,86.8,66.3,50.6,89.4
Brooklyn,2026-07-25T20:00:00-04:00,84.7,65.7,53.1,86.7
Brooklyn,2026-07-25T21:00:00-04:00,82.1,65.0,56.2,83.9
Brooklyn,2026-07-25T22:00:00-04:00,79.4,64.3,60.1,79.9
Brooklyn,2026-07-25T23:00:00-04:00,76.6,63.7,64.3,77.0
Brooklyn,2026-07-26T00:00:00-04:00,73.9,63.0,68.8,74.2
Brooklyn,2026-07-26T01:00:00-04:00,71.3,62.3,73.2,71.6
Brooklyn,2026-07-26T02:00:00-04:00,69.2,61.7,77.1,69.4
Brooklyn,2026-07-26T03:00:00-04:00,67.4,61.0,79.9,67.6
Brooklyn,2026-07-26T04:00:00-04:00,66.2,60.3,81.4,66.3
Brooklyn,2026-07-26T05:00:00-04:00,65.6,59.7,81.2,65.7
Brooklyn,2026-07-26T06:00:00-04:00,65.6,59.0,79.3,65.6
Brooklyn,2026-07-26T07:00:00-04:00,66.4,58.3,75.3,66.2
Brooklyn,2026-07-26T08:00:00-04:00,67.8,57.7,69.9,67.6
Brooklyn,2026-07-26T09:00:00-04:00,69.9,57.0,63.7,69.5
Brooklyn,2026-07-26T10:00:00-04:00,72.2,56.3,57.3,71.9
Brooklyn,2026-07-26T11:00:00-04:00,74.8,55.7,51.5,74.3
Brooklyn,2026-07-26T12:00:00-04:00,77.1,55.0,46.4,76.7
Brooklyn,2026-07-26T13:00:00-04:00,79.2,55.0,43.4,78.8
Brooklyn,2026-07-26T14:00:00-04:00,80.6,55.0,41.4,80.5
Brooklyn,2026-07-26T15:00:00-04:00,81.4,55.0,40.3,81.0
Brooklyn,2026-07-26T16:00:00-04:00,81.4,55.0,40.3,81.0
Brooklyn,2026-07-26T17:00:00-04:00,81.0,55.0,40.9,80.7
Brooklyn,2026-07-26T18:00:00-04:00,80.1,55.0,42.1,79.8
Brooklyn,2026-07-26T19:00:00-04:00,78.9,55.0,43.8,78.5
Brooklyn,2026-07-26T20:00:00-04:00,77.3,55.0,46.2,76.9
Brooklyn,2026-07-26T21:00:00-04:00,75.5,55.0,49.0,75.0
Brooklyn,2026-07-26T22:00:00-04:00,73.5,55.0,52.4,73.0
Brooklyn,2026-07-26T23:00:00-04:00,71.5,55.0,56.0,71.0
Queens,2026-07-20T00:00:00-04:00,77.4,64.0,63.5,77.8
Queens,2026-07-20T01:00:00-04:00,75.7,64.0,67.0,76.2
Queens,2026-07-20T02:00:00-04:00,74.3,64.0,70.2,74.8
Queens,2026-07-20T03:00:00-04:00,73.2,64.0,72.9,73.7
Queens,2026-07-20T04:00:00-04:00,72.4,64.0,74.8,72.9
Queens,2026-07-20T05:00:00-04:00,72.1,64.0,75.8,72.5
Queens,2026-07-20T06:00:00-04:00,72.1,64.0,75.7,72.6
Queens,2026-07-20T07:00:00-04:00,72.9,64.0,73.6,73.4
Queens,2026-07-20T08:00:00-04:00,74.5,64.0,69.8,74.9
Queens,2026-07-20T09:00:00-04:00,76.6,64.0,65.0,77.1
Queens,2026-07-20T10:00:00-04:00,79.2,64.0,59.8,79.6
Queens,2026-07-20T11:00:00-04:00,81.8,64.0,54.8,83.3
Queens,2026-07-20T12:00:00-04:00,84.4,64.0,50.5,85.7
Queens,2026-07-20T13:00:00-04:00,86.5,64.1,47.4,87.9
Queens,2026-07-20T14:00:00-04:00,88.1,64.2,45.3,89.6
Queens,2026-07-20T15:00:00-04:00,88.9,64.4,44.3,90.5
Queens,2026-07-20T16:00:00-04:00,89.0,64.5,44.4,90.6
Queens,2026-07-20T17:00:00-04:00,88.6,64.6,45.1,90.3
Queens,2026-07-20T18:00:00-04:00,87.9,64.8,46.4,89.6
Queens,2026-07-20T19:00:00-04:00,86.8,64.9,48.2,88.6
Queens,2026-07-20T20:00:00-04:00,85.5,65.0,50.5,87.3
Queens,2026-07-20T21:00:00-04:00,84.0,65.1,53.2,85.8
Queens,2026-07-20T22:00:00-04:00,82.3,65.2,56.3,84.2
Queens,2026-07-20T23:00:00-04:00,80.7,65.4,59.8,82.6
Queens,2026-07-21T00:00:00-04:00,79.0,65.5,63.3,79.6
Queens,2026-07-21T01:00:00-04:00,77.5,65.6,66.8,78.1
Queens,2026-07-21T02:00:00-04:00,76.2,65.8,70.1,76.8
Queens,2026-07-21T03:00:00-04:00,75.1,65.9,72.9,75.8
Queens,2026-07-21T04:00:00-04:00,74.4,66.0,75.1,75.1
Queens,2026-07-21T05:00:00-04:00,74.0,66.1,76.3,74.7
Queens,2026-07-21T06:00:00-04:00,74.1,66.2,76.5,74.8
Queens,2026-07-21T07:00:00-04:00,75.0,66.4,74.6,75.7
Queens,2026-07-21T08:00:00-04:00,76.6,66.5,70.9,77.3
Queens,2026-07-21T09:00:00-04:00,78.9,66.6,66.1,79.6
Queens,2026-07-21T10:00:00-04:00,81.6,66.8,60.8,84.0
Queens,2026-07-21T11:00:00-04:00,84.4,66.9,55.8,87.1
Queens,2026-07-21T12:00:00-04:00,87.1,67.0,51.4,90.0
Queens,2026-07-21T13:00:00-04:00,89.4,67.1,48.0,92.6
Queens,2026-07-21T14:00:00-04:00,91.0,67.2,45.7,94.5
Queens,2026-07-21T15:00:00-04:00,91.9,67.2,44.6,95.6
Queens,2026-07-21T16:00:00-04:00,91.9,67.3,44.6,95.7
Queens,2026-07-21T17:00:00-04:00,91.6,67.4,45.3,95.3
Queens,2026-07-21T18:00:00-04:00,90.8,67.5,46.6,94.5
Queens,2026-07-21T19:00:00-04:00,89.7,67.6,48.4,93.3
Queens,2026-07-21T20:00:00-04:00,88.3,67.7,50.7,91.7
Queens,2026-07-21T21:00:00-04:00,86.6,67.8,53.5,90.0
Queens,2026-07-21T22:00:00-04:00,84.9,67.8,56.7,88.1
Queens,2026-07-21T23:00:00-04:00,83.1,67.9,60.3,86.1
Queens,2026-07-22T00:00:00-04:00,81.4,68.0,64.0,84.2
Queens,2026-07-22T01:00:00-04:00,79.7,68.1,67.6,82.3
Queens,2026-07-22T02:00:00-04:00,78.3,68.2,71.0,79.2
Queens,2026-07-22T03:00:00-04:00,77.2,68.2,73.9,78.1
Queens,2026-07-22T04:00:00-04:00,76.4,68.3,76.0,77.4
Queens,2026-07-22T05:00:00-04:00,76.1,68.4,77.3,77.0
Queens,2026-07-22T06:00:00-04:00,76.1,68.5,77.3,77.1
Queens,2026-07-22T07:00:00-04:00,77.0,68.6,75.3,77.9
Queens,2026-07-22T08:00:00-04:00,78.6,68.7,71.5,79.6
Queens,2026-07-22T09:00:00-04:00,80.9,68.8,66.6,83.9
Queens,2026-07-22T10:00:00-04:00,83.6,68.8,61.2,87.2
Queens,2026-07-22T11:00:00-04:00,86.4,68.9,56.1,90.5
Queens,2026-07-22T12:00:00-04:00,89.1,69.0,51.7,93.6
Queens,2026-07-22T13:00:00-04:00,91.4,69.1,48.3,96.4
Queens,2026-07-22T14:00:00-04:00,93.0,69.2,46.1,98.5
Queens,2026-07-22T15:00:00-04:00,93.9,69.4,45.1,99.7
Queens,2026-07-22T16:00:00-04:00,94.0,69.5,45.2,99.8
Queens,2026-07-22T17:00:00-04:00,93.6,69.6,45.9,99.5
Queens,2026-07-22T18:00:00-04:00,92.9,69.8,47.1,98.7
Queens,2026-07-22T19:00:00-04:00,91.8,69.9,48.9,97.6
Queens,2026-07-22T20:00:00-04:00,90.5,70.0,51.2,96.1
Queens,2026-07-22T21:00:00-04:00,89.0,70.1,53.9,94.4
Queens,2026-07-22T22:00:00-04:00,87.3,70.2,57.0,92.5
Queens,2026-07-22T23:00:00-04:00,85.7,70.4,60.4,90.6
Queens,2026-07-23T00:00:00-04:00,84.0,70.5,63.9,88.7
Queens,2026-07-23T01:00:00-04:00,82.5,70.6,67.4,86.8
Queens,2026-07-23T02:00:00-04:00,81.2,70.8,70.6,85.1
Queens,2026-07-23T03:00:00-04:00,80.1,70.9,73.4,83.6
Queens,2026-07-23T04:00:00-04:00,79.4,71.0,75.5,82.6
Queens,2026-07-23T05:00:00-04:00,79.0,71.1,76.8,80.3
Queens,2026-07-23T06:00:00-04:00,79.1,71.2,76.9,80.3
Queens,2026-07-23T07:00:00-04:00,80.0,71.4,75.1,83.5
Queens,2026-07-23T08:00:00-04:00,81.6,71.5,71.4,86.1
Queens,2026-07-23T09:00:00-04:00,83.9,71.6,66.6,89.3
Queens,2026-07-23T10:00:00-04:00,86.6,71.8,61.4,92.8
Queens,2026-07-23T11:00:00-04:00,89.4,71.9,56.4,96.4
Queens,2026-07-23T12:00:00-04:00,92.1,72.0,52.1,99.9
Queens,2026-07-23T13:00:00-04:00,94.4,72.0,48.6,102.8
Queens,2026-07-23T14:00:00-04:00,96.0,72.0,46.1,104.9
Queens,2026-07-23T15:00:00-04:00,96.9,72.0,44.9,106.0
Queens,2026-07-23T16:00:00-04:00,96.9,72.0,44.9,106.1
Queens,2026-07-23T17:00:00-04:00,96.5,72.0,45.4,105.5
Queens,2026-07-23T18:00:00-04:00,95.7,72.0,46.6,104.5
Queens,2026-07-23T19:00:00-04:00,94.5,72.0,48.3,103.0
Queens,2026-07-23T20:00:00-04:00,93.0,72.0,50.6,101.1
Queens,2026-07-23T21:00:00-04:00,91.3,72.0,53.4,98.9
Queens,2026-07-23T22:00:00-04:00,89.5,72.0,56.6,96.6
Queens,2026-07-23T23:00:00-04:00,87.5,72.0,60.1,94.2
Queens,2026-07-24T00:00:00-04:00,85.7,72.0,63.8,91.9
Queens,2026-07-24T01:00:00-04:00,84.0,72.0,67.4,89.6
Queens,2026-07-24T02:00:00-04:00,82.5,72.0,70.7,87.5
Queens,2026-07-24T03:00:00-04:00,81.3,72.0,73.4,85.8
Queens,2026-07-24T04:00:00-04:00,80.5,72.0,75.5,84.5
Queens,2026-07-24T05:00:00-04:00,80.1,72.0,76.5,83.9
Queens,2026-07-24T06:00:00-04:00,80.1,72.0,76.4,83.9
Queens,2026-07-24T07:00:00-04:00,80.9,72.0,74.5,85.2
Queens,2026-07-24T08:00:00-04:00,82.3,72.0,71.0,87.3
Queens,2026-07-24T09:00:00-04:00,84.4,72.0,66.5,90.1
Queens,2026-07-24T10:00:00-04:00,86.7,72.0,61.6,93.2
Queens,2026-07-24T11:00:00-04:00,89.3,72.0,56.9,96.4
Queens,2026-07-24T12:00:00-04:00,91.6,72.0,52.8,99.3
Queens,2026-07-24T13:00:00-04:00,93.7,72.0,49.6,101.8
Queens,2026-07-24T14:00:00-04:00,95.1,71.9,47.3,103.7
Queens,2026-07-24T15:00:00-04:00,95.9,71.9,46.1,104.6
Queens,2026-07-24T16:00:00-04:00,95.9,71.8,46.0,104.6
Queens,2026-07-24T17:00:00-04:00,95.4,71.8,46.7,103.8
Queens,2026-07-24T18:00:00-04:00,94.3,71.8,48.2,102.4
Queens,2026-07-24T19:00:00-04:00,92.8,71.7,50.5,100.5
Queens,2026-07-24T20:00:00-04:00,90.9,71.7,53.5,98.0
Queens,2026-07-24T21:00:00-04:00,88.6,71.6,57.3,95.3
Queens,2026-07-24T22:00:00-04:00,86.2,71.6,61.8,92.2
Queens,2026-07-24T23:00:00-04:00,83.8,71.5,66.8,89.0
Queens,2026-07-25T00:00:00-04:00,81.4,71.5,72.1,85.7
Queens,2026-07-25T01:00:00-04:00,79.1,71.5,77.4,80.4
Queens,2026-07-25T02:00:00-04:00,77.2,71.4,82.3,78.5
Queens,2026-07-25T03:00:00-04:00,75.7,71.4,86.5,77.0
Queens,2026-07-25T04:00:00-04:00,74.6,71.3,89.5,76.0
Queens,2026-07-25T05:00:00-04:00,74.1,71.3,91.1,75.5
Queens,2026-07-25T06:00:00-04:00,74.1,71.2,90.8,75.5
Queens,2026-07-25T07:00:00-04:00,74.9,71.2,88.4,76.2
Queens,2026-07-25T08:00:00-04:00,76.3,71.2,84.0,77.6
Queens,2026-07-25T09:00:00-04:00,78.4,71.1,78.5,79.6
Queens,2026-07-25T10:00:00-04:00,80.7,71.1,72.5,84.6
Queens,2026-07-25T11:00:00-04:00,83.3,71.0,66.7,88.0
Queens,2026-07-25T12:00:00-04:00,85.6,71.0,61.7,91.0
Queens,2026-07-25T13:00:00-04:00,87.7,70.3,56.6,93.0
Queens,2026-07-25T14:00:00-04:00,89.1,69.7,52.8,94.2
Queens,2026-07-25T15:00:00-04:00,89.9,69.0,50.4,94.6
Queens,2026-07-25T16:00:00-04:00,89.9,68.3,49.2,94.1
Queens,2026-07-25T17:00:00-04:00,89.3,67.7,49.0,92.9
Queens,2026-07-25T18:00:00-04:00,88.1,67.0,49.8,91.1
Queens,2026-07-25T19:00:00-04:00,86.3,66.3,51.4,88.8
Queens,2026-07-25T20:00:00-04:00,84.2,65.7,53.9,86.2
Queens,2026-07-25T21:00:00-04:00,81.6,65.0,57.2,83.4
Queens,2026-07-25T22:00:00-04:00,78.9,64.3,61.0,79.4
Queens,2026-07-25T23:00:00-04:00,76.1,63.7,65.4,76.5
Queens,2026-07-26T00:00:00-04:00,73.4,63.0,70.0,73.7
Queens,2026-07-26T01:00:00-04:00,70.8,62.3,74.5,71.1
Queens,2026-07-26T02:00:00-04:00,68.7,61.7,78.4,68.9
Queens,2026-07-26T03:00:00-04:00,66.9,61.0,81.3,67.1
Queens,2026-07-26T04:00:00-04:00,65.7,60.3,82.8,65.9
Queens,2026-07-26T05:00:00-04:00,65.1,59.7,82.6,65.2
Queens,2026-07-26T06:00:00-04:00,65.1,59.0,80.6,65.1
Queens,2026-07-26T07:00:00-04:00,65.9,58.3,76.7,65.8
Queens,2026-07-26T08:00:00-04:00,67.3,57.7,71.1,67.1
Queens,2026-07-26T09:00:00-04:00,69.4,57.0,64.8,69.0
Queens,2026-07-26T10:00:00-04:00,71.7,56.3,58.3,71.4
Queens,2026-07-26T11:00:00-04:00,74.3,55.7,52.3,73.8
Queens,2026-07-26T12:00:00-04:00,76.6,55.0,47.2,76.2
Queens,2026-07-26T13:00:00-04:00,78.7,55.0,44.1,78.3
Queens,2026-07-26T14:00:00-04:00,80.1,55.0,42.0,79.8
Queens,2026-07-26T15:00:00-04:00,80.9,55.0,41.0,80.7
Queens,2026-07-26T16:00:00-04:00,80.9,55.0,40.9,80.7
Queens,2026-07-26T17:00:00-04:00,80.5,55.0,41.5,80.4
Queens,2026-07-26T18:00:00-04:00,79.6,55.0,42.7,79.3
Queens,2026-07-26T19:00:00-04:00,78.4,55.0,44.5,78.0
Queens,2026-07-26T20:00:00-04:00,76.8,55.0,46.9,76.4
Queens,2026-07-26T21:00:00-04:00,75.0,55.0,49.9,74.5
Queens,2026-07-26T22:00:00-04:00,73.0,55.0,53.2,72.5
Queens,2026-07-26T23:00:00-04:00,71.0,55.0,57.0,70.5
Staten Island,2026-07-20T00:00:00-04:00,75.9,64.0,66.7,76.3
Staten Island,2026-07-20T01:00:00-04:00,74.2,64.0,70.4,74.7
Staten Island,2026-07-20T02:00:00-04:00,72.8,64.0,73.8,73.3
Staten Island,2026-07-20T03:00:00-04:00,71.7,64.0,76.7,72.2
Staten Island,2026-07-20T04:00:00-04:00,70.9,64.0,78.7,71.4
Staten Island,2026-07-20T05:00:00-04:00,70.6,64.0,79.8,71.1
Staten Island,2026-07-20T06:00:00-04:00,70.6,64.0,79.6,71.1
Staten Island,2026-07-20T07:00:00-04:00,71.4,64.0,77.4,71.9
Staten Island,2026-07-20T08:00:00-04:00,73.0,64.0,73.4,73.4
Staten Island,2026-07-20T09:00:00-04:00,75.1,64.0,68.3,75.6
Staten Island,2026-07-20T10:00:00-04:00,77.7,64.0,62.8,78.1
Staten Island,2026-07-20T11:00:00-04:00,80.3,64.0,57.6,81.9
Staten Island,2026-07-20T12:00:00-04:00,82.9,64.0,53.0,84.3
Staten Island,2026-07-20T13:00:00-04:00,85.0,64.1,49.7,86.4
Staten Island,2026-07-20T14:00:00-04:00,86.6,64.2,47.5,88.0
Staten Island,2026-07-20T15:00:00-04:00,87.4,64.4,46.5,88.9
Staten Island,2026-07-20T16:00:00-04:00,87.5,64.5,46.6,89.0
Staten Island,2026-07-20T17:00:00-04:00,87.1,64.6,47.3,88.7
Staten Island,2026-07-20T18:00:00-04:00,86.4,64.8,48.7,88.0
Staten Island,2026-07-20T19:00:00-04:00,85.3,64.9,50.5,87.0
Staten Island,2026-07-20T20:00:00-04:00,84.0,65.0,52.9,85.8
Staten Island,2026-07-20T21:00:00-04:00,82.5,65.1,55.8,84.3
Staten Island,2026-07-20T22:00:00-04:00,80.8,65.2,59.1,82.7
Staten Island,2026-07-20T23:00:00-04:00,79.2,65.4,62.8,79.7
Staten Island,2026-07-21T00:00:00-04:00,77.5,65.5,66.5,78.1
Staten Island,2026-07-21T01:00:00-04:00,76.0,65.6,70.3,76.6
Staten Island,2026-07-21T02:00:00-04:00,74.7,65.8,73.7,75.3
Staten Island,2026-07-21T03:00:00-04:00,73.6,65.9,76.7,74.3
Staten Island,2026-07-21T04:00:00-04:00,72.9,66.0,78.9,73.6
Staten Island,2026-07-21T05:00:00-04:00,72.5,66.1,80.3,73.3
Staten Island,2026-07-21T06:00:00-04:00,72.6,66.2,80.5,73.4
Staten Island,2026-07-21T07:00:00-04:00,73.5,66.4,78.5,74.2
Staten Island,2026-07-21T08:00:00-04:00,75.1,66.5,74.6,75.9
Staten Island,2026-07-21T09:00:00-04:00,77.4,66.6,69.4,78.1
Staten Island,2026-07-21T10:00:00-04:00,80.1,66.8,63.8,82.4
Staten Island,2026-07-21T11:00:00-04:00,82.9,66.9,58.5,85.5
Staten Island,2026-07-21T12:00:00-04:00,85.6,67.0,53.9,88.4
Staten Island,2026-07-21T13:00:00-04:00,87.9,67.1,50.3,90.9
Staten Island,2026-07-21T14:00:00-04:00,89.5,67.2,47.9,92.8
Staten Island,2026-07-21T15:00:00-04:00,90.4,67.2,46.7,93.9
Staten Island,2026-07-21T16:00:00-04:00,90.4,67.3,46.8,94.0
Staten Island,2026-07-21T17:00:00-04:00,90.1,67.4,47.5,93.6
Staten Island,2026-07-21T18:00:00-04:00,89.3,67.5,48.8,92.8
Staten Island,2026-07-21T19:00:00-04:00,88.2,67.6,50.7,91.6
Staten Island,2026-07-21T20:00:00-04:00,86.8,67.7,53.2,90.1
Staten Island,2026-07-21T21:00:00-04:00,85.1,67.8,56.1,88.3
Staten Island,2026-07-21T22:00:00-04:00,83.4,67.8,59.5,86.4
Staten Island,2026-07-21T23:00:00-04:00,81.6,67.9,63.3,84.4
Staten Island,2026-07-22T00:00:00-04:00,79.9,68.0,67.2,82.4
Staten Island,2026-07-22T01:00:00-04:00,78.2,68.1,71.0,79.1
Staten Island,2026-07-22T02:00:00-04:00,76.8,68.2,74.6,77.7
